saleid,ProductID,Date,Zip,Units,Revenue
176760,396,2005-05-24,19520,1,10927.35
176761,506,2014-12-04,34608,1,16316.37
176762,596,2008-04-30,95060,1,10013.85
176763,674,2007-09-26,45122,1,8564.85
176764,609,2000-05-15,95407,1,9809.1
176765,734,2003-07-31,93446,1,3968.37
176766,945,2012-07-25,79906,1,8189.37
176767,976,2001-12-20,48849,1,3779.37
176768,2255,1999-10-15,43551,1,692.37
176769,1175,2007-08-16,99338,1,7307.37
176770,1136,2007-12-18,57552,1,9134.37
176771,795,2000-02-15,80128,1,3338.37
176772,495,2004-02-08,95688,3,22158.36
176773,445,2002-11-14,44514,1,10325.7
176774,2224,2009-08-05,39656,1,723.87
176775,768,2004-01-31,98282,1,1133.37
176776,734,2011-12-25,91761,1,5165.37
176777,965,2008-11-27,48089,1,6110.37
176778,2354,2007-01-14,83642,1,4598.37
176779,634,2004-01-10,21222,1,10773.0
176780,780,2007-10-25,33442,1,4031.37
176781,927,2008-01-31,29506,1,5984.37
176782,2058,2006-09-06,90005,1,3243.87
176783,2269,2001-06-29,30116,1,3464.37
176784,2136,2006-10-18,64844,1,5039.37
176785,759,2008-02-24,6450,1,1983.87
176786,604,2009-02-26,79602,1,6299.37
176787,779,2009-03-22,46219,1,4157.37
176788,2064,2007-05-30,6811,1,6299.37
176789,2410,2000-03-15,33436,7,8374.59
176790,234,2000-02-15,32308,1,4847.85
176791,791,2007-06-23,77009,1,849.87
176792,1148,2001-08-26,94551,1,3779.37
176793,2055,2006-11-17,15767,1,6866.37
176794,826,2007-01-28,80538,1,13733.37
176795,767,2002-06-27,76063,1,1259.37
176796,777,2009-05-05,29910,1,1511.37
176797,1144,2002-02-22,55340,1,4976.37
176798,551,2006-02-03,57201,1,11469.15
176799,467,2003-12-02,95127,1,11128.95
176800,760,2007-08-16,95006,1,1952.37
176801,487,2007-10-21,98277,1,12722.85
176802,549,2013-11-04,92661,1,6740.37
176803,2054,2012-09-30,38242,1,8567.37
176804,2262,2005-04-30,37830,1,3716.37
176805,726,2001-01-14,98665,1,1385.37
176806,1943,2003-02-16,23114,1,1511.37
176807,713,2000-12-05,49646,1,1952.37
176808,760,2007-12-18,22043,1,1983.87
176809,681,2007-10-17,93001,1,9509.85
176810,407,2010-03-22,86404,1,20505.87
176811,2045,2001-12-11,85310,1,5039.37
176812,604,2004-10-26,24522,1,5937.75
176813,2237,2008-06-27,85255,1,2204.37
176814,760,2006-02-03,31322,1,1889.37
176815,609,2005-01-23,45735,1,10234.35
176816,2384,2002-11-30,95356,2,15118.74
176817,2254,2004-06-19,41653,1,723.87
176818,2064,2001-01-28,80126,1,5921.37
176819,1965,2005-04-25,43123,1,1070.37
176820,2069,2011-02-28,76310,1,6299.37
176821,475,2004-10-26,25213,1,12344.85
176822,1489,2001-07-22,8361,1,3211.74
176823,2255,2014-08-19,44870,1,907.2
176824,1215,2006-11-15,52136,1,4125.87
176825,1907,2008-01-17,61081,1,12914.37
176826,1916,2001-09-28,12189,1,3432.87
176827,1171,2008-10-11,39180,1,3968.37
176828,1358,2014-08-28,85365,1,6078.87
176829,2359,2005-03-13,92056,1,5354.37
176830,635,2002-02-25,58377,1,10328.85
176831,759,2004-07-31,67341,1,1763.37
176832,2045,2006-11-18,32810,1,5543.37
176833,1000,2009-04-28,72207,1,1353.87
176834,1049,2012-09-30,17810,1,3149.37
176835,445,2005-09-14,48322,1,10706.85
176836,1503,2006-04-01,85378,1,4093.74
176837,1223,2008-11-27,1524,1,4629.87
176838,927,2012-08-21,79930,1,7270.2
176839,635,2005-11-12,28115,1,10612.35
176840,1000,2006-02-08,62685,1,1196.37
176841,2334,2009-01-16,42431,1,4409.37
176842,1894,2002-09-28,56111,1,8441.37
176843,758,2002-06-17,92630,1,1007.37
176844,804,2007-04-13,28208,1,2015.37
176845,964,2002-10-23,24844,1,3968.37
176846,400,2002-11-28,21227,1,8816.85
176847,1215,2000-12-16,89156,1,4409.37
176848,1978,2002-09-30,49451,1,3149.37
176849,725,2004-05-30,44481,1,1322.37
176850,2090,2009-06-26,32038,1,4346.37
176851,2045,2012-11-14,52245,1,7307.37
176852,1185,2002-01-12,71822,1,5039.37
176853,2353,2008-01-10,82930,1,5354.37
176854,2219,2005-11-26,52632,1,1700.37
176855,1086,2010-08-11,85053,1,1416.87
176856,2277,2001-05-30,55044,1,3149.37
176857,470,2013-11-27,87111,1,12473.37
176858,2367,2014-05-30,63122,1,6104.7
176859,964,2003-03-27,33013,1,3842.37
176860,2055,2006-10-21,35984,1,6992.37
176861,797,2008-07-05,28226,1,3999.87
176862,1086,2005-06-09,62550,1,1038.87
176863,1995,2006-01-01,24290,1,4913.37
176864,1966,2008-01-31,45719,1,2960.37
176865,2056,2000-09-22,20390,1,3936.87
176866,489,2009-04-19,39212,1,10835.37
176867,757,2004-12-09,16120,1,881.37
176868,1576,2007-12-06,49029,1,2707.74
176869,761,2004-03-18,48065,1,2141.37
176870,475,2006-06-05,44907,1,13031.55
176871,2218,2004-01-25,38111,1,1700.37
176872,797,2003-10-29,58203,1,3716.37
176873,1512,2004-09-22,98272,1,4566.24
176874,549,2014-07-27,32304,1,6771.87
176875,940,1999-10-15,43056,1,8252.37
176876,792,2007-06-20,27233,2,1636.74
176877,631,2002-10-06,22192,1,4280.85
176878,690,2006-02-12,60073,1,4343.85
176879,733,2003-03-27,13413,1,3968.37
176880,2374,2001-12-04,29170,1,7937.37
176881,1810,2008-03-11,90732,1,3275.37
176882,945,2011-12-13,20109,1,8189.37
176883,2334,2006-11-26,30019,1,4283.37
176884,2091,2003-12-04,37754,1,1889.37
176885,2234,2001-04-18,72364,1,849.87
176886,467,2005-05-26,36271,1,11084.85
176887,2359,2002-04-05,31088,1,5165.37
176888,760,2006-10-22,93021,1,1952.37
176889,1006,2004-03-06,28277,1,1070.37
176890,2204,2003-10-30,89423,1,1763.37
176891,578,2010-09-30,61364,1,9449.37
176892,558,2014-12-30,54964,1,18269.37
176893,2396,2009-01-17,59917,1,1322.37
176894,1875,2009-01-22,56007,1,13544.37
176895,1117,2004-09-10,60047,1,3716.37
176896,1350,2013-06-27,57785,1,5354.37
176897,1098,2006-11-30,75002,1,3716.37
176898,681,2007-12-08,93230,1,9509.85
176899,785,2003-11-30,90620,1,692.37
176900,2052,2014-11-02,30331,1,9071.37
176901,792,2005-11-17,94536,1,786.87
176902,567,2014-12-14,55744,1,9732.87
176903,2093,2007-06-21,29650,1,5291.37
176904,426,2009-10-30,95008,1,11717.37
176905,1203,2003-01-12,22642,1,3842.37
176906,676,2008-03-21,55033,1,10580.85
176907,2054,2007-12-15,32759,1,7181.37
176908,757,2004-06-20,20120,1,881.37
176909,322,2008-12-12,97701,1,8816.85
176910,981,2003-12-30,47240,1,1889.37
176911,794,2005-06-24,37302,1,975.87
176912,449,2014-02-17,77354,1,12473.37
176913,604,2004-11-24,76903,1,5937.75
176914,2269,2005-11-26,92647,1,3590.37
176915,1982,2007-08-28,33763,1,3779.37
176916,791,2013-06-05,71901,1,970.2
176917,786,2002-11-22,80127,1,818.37
176918,1435,1999-10-15,70461,1,3747.24
176919,650,2006-12-06,83704,1,6183.45
176920,786,2001-05-29,27537,1,818.37
176921,551,2004-06-23,80241,1,11084.85
176922,1884,2007-09-05,7731,1,10331.37
176923,1184,2002-11-30,71251,1,7559.37
176924,565,2002-11-21,8731,1,10580.85
176925,807,2011-11-19,18066,1,2645.37
176926,1490,2004-10-30,67111,1,3211.74
176927,2112,2005-09-15,97267,1,7055.37
176928,512,2005-04-11,43906,1,2894.85
176929,1117,2000-03-15,62024,1,3590.37
176930,2269,2006-11-26,80603,1,3905.37
176931,635,2007-02-17,12566,1,10996.65
176932,2396,2007-01-11,47807,1,1164.87
176933,2253,2003-05-26,78628,1,1637.37
176934,976,2001-11-30,30732,1,3779.37
176935,1529,2010-05-16,48185,1,5038.74
176936,793,2006-06-12,29745,1,975.87
176937,1975,2000-09-29,35004,1,629.37
176938,767,2002-08-07,95003,1,1259.37
176939,206,2011-01-07,14004,1,10457.37
176940,826,2008-12-13,13668,1,12347.37
176941,977,2006-11-30,47512,1,6110.37
176942,133,2004-04-23,92101,1,8183.7
176943,981,2008-09-12,54601,1,2015.37
176944,674,2007-10-18,46220,1,8564.85
176945,195,2001-08-01,48169,1,9135.0
176946,2393,2011-05-03,61866,1,1322.37
176947,981,2000-11-02,71462,1,2015.37
176948,2254,2000-10-11,25107,1,692.37
176949,989,2005-01-31,53005,1,5102.37
176950,606,2004-01-28,61554,1,4054.05
176951,445,2004-08-19,60046,1,10706.85
176952,1182,2008-10-30,20876,1,2172.87
176953,719,2013-07-04,27012,1,1259.37
176954,1995,2008-10-02,7840,1,5039.37
176955,2132,2006-10-13,87114,1,4409.37
176956,1090,2010-10-08,29631,1,4598.37
176957,781,2007-12-30,74839,1,1271.97
176958,2045,2007-07-30,35580,1,5543.37
176959,981,2006-11-30,79363,1,1952.37
176960,487,2007-11-18,38305,1,12722.85
176961,2071,2001-11-25,62832,1,4157.37
176962,650,2008-10-21,60033,1,6107.85
176963,1078,2009-10-14,84107,1,4220.37
176964,791,2012-05-12,71055,1,970.2
176965,791,2014-06-23,51430,1,881.37
176966,1187,2006-04-20,70806,1,5417.37
176967,2064,2003-02-24,25411,1,5952.87
176968,487,2009-10-07,61257,1,13229.37
176969,681,2007-02-03,74363,1,9446.85
176970,1818,2004-06-11,90401,1,2519.37
176971,770,2000-12-01,19711,1,3086.37
176972,585,2013-08-07,60126,1,5039.37
176973,992,2002-10-18,42223,1,3338.37
176974,768,2002-05-26,40461,1,1259.37
176975,757,2000-11-15,55422,1,1007.37
176976,1053,2005-04-14,12553,1,3212.37
176977,609,2001-09-09,10956,1,9761.85
176978,2388,1999-12-15,12303,1,3716.37
176979,2132,2006-11-26,97239,1,4409.37
176980,1179,2014-07-10,27937,1,7055.37
176981,992,2006-03-17,40815,1,3590.37
176982,2269,2007-11-30,31792,1,3936.87
176983,2235,2002-01-09,64040,1,849.87
176984,1941,2004-11-28,45432,1,1952.37
176985,2045,2014-02-28,22151,1,7307.37
176986,449,2014-11-21,70068,1,12851.37
176987,604,2008-10-29,75010,1,6233.85
176988,333,2008-10-19,60176,2,20153.7
176989,491,2008-11-23,11779,1,11305.35
176990,681,2007-11-22,19945,1,9446.85
176991,650,2010-03-29,87327,1,6173.37
176992,651,2012-12-17,83301,1,9764.37
176993,791,2006-07-20,93230,1,818.37
176994,777,2005-11-17,29680,1,1385.37
176995,2331,2009-01-10,46311,1,7370.37
176996,1201,2004-03-02,55076,1,6929.37
176997,977,2007-11-30,45502,1,6110.37
176998,2354,2006-10-13,35640,1,4409.37
176999,2287,2002-11-30,77705,1,10079.37
177000,2400,2003-04-30,29440,1,1133.37
177001,2218,2007-06-22,92780,1,1763.37
177002,428,2013-12-18,94550,1,14489.37
177003,1495,2008-04-22,93312,1,4408.74
177004,1298,2000-12-05,25411,1,4408.74
177005,1188,1999-12-15,7087,1,5669.37
177006,2045,2005-10-22,48195,1,5165.37
177007,796,2001-04-26,90717,1,3306.87
177008,786,2000-07-31,2740,1,818.37
177009,635,2003-09-29,55371,1,10580.85
177010,770,2006-09-27,2190,1,3212.37
177011,2224,2007-02-28,25312,1,723.87
177012,907,2014-11-30,47130,1,8694.0
177013,445,2005-08-22,86312,1,10706.85
177014,1909,2001-12-08,38454,1,2456.37
177015,2189,2009-11-22,78380,1,3716.37
177016,2412,2006-08-09,30534,1,1164.87
177017,2098,2011-05-17,97301,1,3905.37
177018,2234,1999-10-15,77378,1,786.87
177019,1006,2004-12-15,2673,1,1101.87
177020,609,1999-12-15,54630,1,9346.05
177021,2045,2008-03-29,36067,1,5606.37
177022,549,2010-09-30,78250,1,6614.37
177023,207,2012-09-28,14519,1,10280.97
177024,472,2003-02-13,43615,1,11535.3
177025,1226,2003-10-11,55337,1,6614.37
177026,438,2008-11-01,25306,1,11765.25
177027,761,2006-12-30,95123,2,4534.74
177028,475,2006-09-13,92253,1,13094.55
177029,691,2004-01-28,55045,1,4280.85
177030,792,2005-08-28,47117,1,786.87
177031,438,2010-06-30,78247,1,11969.37
177032,2255,2003-10-11,83201,1,723.87
177033,992,2006-02-08,41224,1,3401.37
177034,2058,2010-12-25,20169,1,3464.37
177035,539,2007-03-05,95120,1,15809.85
177036,2206,2013-10-03,20711,1,1379.7
177037,2099,2006-01-05,85373,1,4913.37
177038,714,2000-03-15,92252,2,3904.74
177039,1486,2001-06-04,12477,1,4125.24
177040,657,2005-04-26,33484,1,10832.85
177041,2262,2011-02-28,43420,1,4220.37
177042,2045,2004-12-30,98102,1,5039.37
177043,2064,2011-06-30,95747,1,6929.37
177044,2199,2006-09-12,17520,2,4723.74
177045,2045,2008-02-21,90604,1,5606.37
177046,1329,1999-12-15,28037,1,1113.84
177047,2054,2005-11-30,30127,1,6834.87
177048,761,2005-05-19,90631,1,2204.37
177049,1959,2008-11-19,85331,1,944.37
177050,2098,2008-11-06,82070,1,3747.87
177051,2055,2001-11-30,30906,1,6834.87
177052,1040,2001-05-18,46371,1,15116.85
177053,1999,2012-07-27,63901,1,8126.37
177054,735,2009-05-29,11223,2,9448.74
177055,659,2010-05-30,48420,1,17639.37
177056,736,2007-03-26,38843,1,4535.37
177057,432,2005-01-14,33442,1,11084.85
177058,1172,2008-01-25,78577,1,5669.37
177059,947,2006-10-14,19810,1,8441.37
177060,1115,2007-05-01,87124,1,4283.37
177061,2275,2008-09-04,94564,1,4409.37
177062,572,2005-12-04,48439,1,5351.85
177063,491,2009-03-24,48386,1,11339.37
177064,1974,2003-06-30,85208,1,692.37
177065,2252,2001-09-30,80005,1,1637.37
177066,1982,2007-05-28,21037,1,3779.37
177067,1908,2012-12-19,98372,1,5228.37
177068,927,2007-08-26,89128,1,5669.37
177069,1927,2004-02-18,60448,1,1196.37
177070,433,2007-02-15,99336,1,11399.85
177071,591,2006-02-15,21601,1,10958.85
177072,1009,2010-01-29,23322,1,1353.87
177073,1259,2007-02-28,6042,1,4660.74
177074,1098,2007-10-10,84634,1,3779.37
177075,605,2005-11-10,28080,1,4784.85
177076,655,2008-09-25,64157,1,11825.1
177077,690,2005-09-15,46561,1,4343.85
177078,2254,2000-01-15,83686,1,692.37
177079,2385,2007-03-27,23603,1,8555.4
177080,2269,2010-09-11,93314,1,4466.7
177081,438,2010-01-31,56352,1,11525.85
177082,689,2008-07-21,17857,1,4217.85
177083,1942,2007-07-09,98273,1,1448.37
177084,1935,2004-09-29,92026,1,1574.37
177085,510,2005-07-13,64060,1,10927.35
177086,797,2000-07-17,80424,1,3653.37
177087,914,2005-12-14,97233,1,6929.37
177088,2394,2004-10-30,98103,1,1385.37
177089,726,2003-01-22,92870,2,2896.74
177090,762,2007-11-28,92054,1,2298.87
177091,2213,2007-06-18,38473,1,1101.87
177092,2053,2005-10-28,39571,1,4031.37
177093,2254,2000-11-11,84087,1,692.37
177094,2380,2010-02-28,12205,1,4031.37
177095,2215,2003-12-10,49082,1,4031.37
177096,575,2003-02-27,30101,1,11151.0
177097,1181,2005-02-02,8234,1,5039.37
177098,2215,2003-08-10,97405,1,4031.37
177099,993,2006-12-12,30252,1,4157.37
177100,2396,2006-01-31,21093,1,1164.87
177101,788,2000-09-06,92536,1,3590.37
177102,758,2000-07-03,64131,1,1007.37
177103,790,2008-04-10,33478,1,2708.37
177104,733,2004-09-30,11354,2,8188.74
177105,1086,2002-09-22,18822,1,1008.0
177106,676,2002-01-26,49464,1,9887.85
177107,964,2003-01-29,94117,1,3968.37
177108,964,2001-11-30,97202,1,3905.37
177109,2238,2004-08-23,89408,1,1511.37
177110,599,1999-11-15,18519,1,9043.65
177111,777,2013-10-27,96002,1,1763.37
177112,767,2002-01-20,95037,1,1259.37
177113,792,2004-04-30,10304,1,755.37
177114,447,2005-09-29,77586,1,18896.85
177115,977,2004-11-20,33418,1,5795.37
177116,604,2006-06-22,32751,1,6309.45
177117,1116,2004-01-11,28753,1,3149.37
177118,2255,2002-06-18,85029,1,723.87
177119,618,2002-10-03,96002,1,13230.0
177120,641,2005-01-29,61350,1,9824.85
177121,816,2006-03-30,83854,1,4346.37
177122,786,2003-03-11,90713,1,692.37
177123,93,2004-12-01,18055,1,11755.8
177124,487,2008-04-25,70364,1,13037.85
177125,2359,2008-01-19,27503,1,5606.37
177126,2331,2010-02-06,63303,1,7805.7
177127,644,2006-06-10,78748,1,10839.15
177128,782,2006-04-20,20169,1,1271.97
177129,777,2005-11-27,83274,1,1385.37
177130,1075,2002-04-18,35226,1,3117.87
177131,1920,2013-10-05,33312,1,3779.37
177132,1000,2003-12-18,80916,1,1070.37
177133,1053,2007-06-11,16313,1,3275.37
177134,762,2005-04-12,92109,1,2204.37
177135,2235,2002-08-22,45714,1,849.87
177136,2064,2003-08-28,60090,1,5952.87
177137,2388,2003-11-28,40311,1,3716.37
177138,1229,2006-12-21,30189,1,3086.37
177139,1061,2004-07-26,92376,1,1700.37
177140,958,2008-11-29,98122,1,9134.37
177141,1215,2002-11-01,15618,1,4283.37
177142,2371,2008-02-07,17044,1,6992.37
177143,491,2009-04-24,47882,1,11339.37
177144,2367,2010-10-09,30055,1,5663.7
177145,2064,2008-12-26,46952,1,6677.37
177146,1009,2003-11-14,54494,1,1196.37
177147,559,2003-12-18,43935,1,7720.65
177148,2238,2009-02-13,15010,1,1542.87
177149,2280,2005-04-25,45142,1,1952.37
177150,2218,2007-01-14,83642,2,3463.74
177151,549,2014-08-28,78212,1,6677.37
177152,493,2003-07-13,47421,1,11636.1
177153,2089,2014-09-28,34759,1,9449.37
177154,990,2007-02-28,33154,1,5417.37
177155,757,2004-05-15,22553,1,881.37
177156,2207,2012-06-02,95422,1,1354.5
177157,400,2003-01-29,49417,1,9267.3
177158,400,2009-06-30,32223,1,10423.35
177159,1518,2008-10-24,82901,1,2392.74
177160,1889,2007-12-05,37167,1,8441.37
177161,758,2002-05-26,92557,1,1007.37
177162,2295,2011-03-29,31410,1,11774.7
177163,93,2000-01-15,91307,1,11277.0
177164,506,2013-10-08,49031,1,15245.37
177165,604,2005-03-06,85086,1,5981.85
177166,510,2002-11-07,94588,1,10558.8
177167,1934,2010-09-30,19958,2,3274.74
177168,779,2005-02-28,95065,1,3779.37
177169,483,2014-01-09,55352,1,19529.37
177170,767,2001-06-15,73505,1,1259.37
177171,1809,2014-12-30,20037,1,2897.37
177172,2341,2014-01-10,97007,1,5600.7
177173,2262,2007-02-28,35978,1,3842.37
177174,615,2010-06-09,82716,1,8189.37
177175,2043,2014-11-27,11717,1,9575.37
177176,791,2005-10-22,43420,1,786.87
177177,2388,2007-11-14,32653,1,3905.37
177178,1982,2011-09-15,44202,1,4598.37
177179,977,2005-06-30,7644,1,5795.37
177180,2215,2013-10-17,23669,1,5222.7
177181,875,2014-03-06,45245,1,6299.37
177182,1000,2003-10-08,56379,1,1070.37
177183,604,2006-10-07,48601,1,5981.85
177184,577,2009-03-30,60565,1,12284.37
177185,163,2003-09-21,33139,1,6293.7
177186,2169,2005-11-13,98115,1,6299.37
177187,163,2004-12-05,23111,1,6797.7
177188,2387,2004-12-30,27520,1,5921.37
177189,2054,2002-10-09,2760,1,6551.37
177190,681,2004-11-20,5739,1,8627.85
177191,2334,2006-11-22,29125,1,4283.37
177192,791,2006-06-24,11961,1,818.37
177193,1965,2004-11-27,47993,1,1070.37
177194,636,2007-10-10,93030,1,10990.35
177195,2045,2010-01-24,19460,1,5921.37
177196,1230,2000-09-21,45750,1,6299.37
177197,2133,2009-12-23,30213,1,5480.37
177198,1517,2002-01-09,14527,1,1825.74
177199,826,2003-11-19,54488,1,11339.37
177200,1066,2004-04-09,84078,1,3716.37
177201,921,2001-11-15,36303,1,6299.37
177202,2224,2008-01-30,84095,1,723.87
177203,622,2003-12-21,17019,1,10095.75
177204,403,2012-08-06,31601,1,13662.81
177205,1607,2013-12-30,53038,1,5228.37
177206,565,2001-09-17,98005,1,10228.05
177207,2132,2008-02-03,43440,1,4409.37
177208,1091,2002-10-25,31210,1,2172.87
177209,785,2003-08-28,11787,1,692.37
177210,1995,2008-11-12,39759,1,5039.37
177211,1145,2009-10-27,24523,1,4031.37
177212,1061,2001-06-04,95667,1,1763.37
177213,2262,2002-08-26,55033,1,3590.37
177214,596,2003-12-19,10987,1,9566.55
177215,657,2005-05-02,23112,1,10832.85
177216,781,2005-04-30,32127,1,1196.37
177217,1850,2006-02-10,15223,1,2141.37
177218,1426,2004-11-10,83704,1,3684.24
177219,778,2004-12-18,24312,1,1385.37
177220,549,2012-11-25,60174,1,6614.37
177221,2254,2003-06-27,12206,1,723.87
177222,2045,2003-01-15,22973,1,5039.37
177223,2345,2008-12-30,12524,1,5228.37
177224,2213,2007-03-30,52601,1,1101.87
177225,733,2005-04-20,93551,1,4220.37
177226,2222,2001-09-13,91710,1,2960.37
177227,1061,2002-05-05,36561,1,1794.87
177228,992,2005-11-28,19464,1,3338.37
177229,2237,2012-01-22,83835,1,2387.7
177230,804,2006-10-14,59901,2,4030.74
177231,1000,2011-01-10,80227,1,1290.87
177232,449,2014-01-14,58220,1,12473.37
177233,734,2003-03-24,97844,1,3968.37
177234,2374,2003-07-16,10590,1,7811.37
177235,1181,2004-01-22,31773,1,5039.37
177236,785,2003-02-28,27107,1,692.37
177237,2284,2003-10-16,85704,1,3716.37
177238,1909,2005-09-21,49079,1,2456.37
177239,574,2003-01-09,61830,1,10429.65
177240,604,2004-04-09,44126,1,5937.75
177241,605,2007-12-08,57718,1,4910.85
177242,2238,2006-02-15,92345,1,1511.37
177243,638,2004-01-22,44125,1,12105.45
177244,2234,2001-04-04,24401,1,786.87
177245,1000,2003-10-24,17404,1,1070.37
177246,676,2010-05-28,71115,1,9134.37
177247,2186,2012-11-24,78240,1,5228.37
177248,600,2002-11-01,61604,1,8564.85
177249,791,2004-05-30,93536,2,1510.74
177250,2255,1999-11-15,88242,1,692.37
177251,2277,2002-02-21,92501,1,3716.37
177252,778,2005-08-16,95843,1,1385.37
177253,643,2001-12-07,39564,1,13856.85
177254,725,2000-01-15,37129,1,1385.37
177255,782,2006-03-16,19312,1,1227.87
177256,2064,2007-12-25,21206,1,6425.37
177257,1053,2000-10-05,49230,1,3086.37
177258,438,2010-12-29,93035,1,11969.37
177259,2331,2011-09-30,76039,1,7805.7
177260,791,2004-05-06,92346,2,1510.74
177261,792,2004-05-26,93035,1,755.37
177262,604,2008-05-12,25401,1,5937.75
177263,761,2006-07-24,2769,1,2204.37
177264,764,2007-02-28,61281,2,7306.74
177265,438,2008-04-06,2790,1,11765.25
177266,2369,2012-09-22,15683,1,5222.7
177267,1065,2003-12-26,92128,1,3716.37
177268,407,2013-06-30,66776,1,19529.37
177269,651,2013-02-07,44107,1,9764.37
177270,990,2006-03-16,8530,1,5417.37
177271,909,2013-02-08,8648,1,2897.37
177272,1576,2006-08-21,87124,1,2707.74
177273,762,2004-01-03,77532,1,2078.37
177274,407,2009-10-11,75069,1,20505.87
177275,1990,2003-08-28,8055,1,3149.37
177276,667,2012-11-04,12033,1,9764.37
177277,2332,2002-10-18,91803,1,5039.37
177278,2091,2001-11-08,18014,1,1889.37
177279,2090,2006-01-26,70427,1,4283.37
177280,2332,2005-01-21,94531,1,5039.37
177281,963,2011-08-07,89074,1,5039.37
177282,762,2003-08-12,73159,1,2078.37
177283,2295,2002-10-01,70401,1,10646.37
177284,1034,2002-09-18,48059,1,11966.85
177285,2255,1999-10-15,49080,1,692.37
177286,1129,2007-04-26,75088,1,5354.37
177287,2380,2001-11-30,72022,1,3527.37
177288,895,2003-01-31,60431,1,6929.37
177289,730,2005-08-24,53951,1,3905.37
177290,939,2008-11-27,70437,1,4283.37
177291,2284,2005-04-18,85013,1,3842.37
177292,499,2000-05-15,30620,1,10234.35
177293,725,2004-04-21,25691,1,1322.37
177294,739,2001-09-30,72205,1,2078.37
177295,713,2003-10-21,30066,1,1952.37
177296,2074,2000-04-15,72744,1,3936.87
177297,94,1999-10-15,54935,1,10395.0
177298,2016,2003-02-05,53704,1,3653.37
177299,407,2010-11-06,34759,1,20505.87
177300,1066,2001-05-16,2093,1,3653.37
177301,1985,2001-10-09,26505,1,1920.87
177302,1129,2010-03-10,10960,1,5543.37
177303,449,2014-02-01,82513,1,12473.37
177304,805,2004-12-19,77015,1,2267.37
177305,2099,2007-12-30,33755,1,4913.37
177306,2396,2004-11-28,55009,1,1070.37
177307,2045,2007-09-14,11501,1,5606.37
177308,1507,2008-06-20,32110,1,1132.74
177309,1000,2011-04-13,53170,2,2581.74
177310,2379,2012-06-22,13795,1,2576.7
177311,933,2002-01-30,84128,1,6929.37
177312,2214,2006-12-23,59714,1,4283.37
177313,2394,2008-09-14,98012,1,1605.87
177314,989,2002-01-24,37931,1,5039.37
177315,954,2004-01-14,44411,1,8378.37
177316,491,2000-02-15,91362,1,10259.55
177317,2331,2005-02-23,50229,1,6740.37
177318,981,2007-10-16,92010,1,2015.37
177319,437,2004-03-25,30121,1,9645.3
177320,2379,2008-07-16,79416,1,2267.37
177321,2365,2012-02-20,24211,1,6356.7
177322,676,2011-02-28,19901,1,9134.37
177323,2218,2006-06-13,92624,1,1731.87
177324,1349,2009-11-26,85027,1,5038.74
177325,444,2013-07-30,57201,1,13229.37
177326,26,2005-09-30,89822,1,9513.0
177327,980,2014-10-25,99701,1,5191.2
177328,1989,2008-11-30,15143,1,4535.37
177329,582,2014-09-21,33714,1,4283.37
177330,2332,2006-01-11,14305,1,5291.37
177331,470,2013-09-30,43085,1,12473.37
177332,207,2014-05-26,92692,1,12599.37
177333,496,2007-03-26,44011,1,11147.85
177334,2238,2006-03-23,93306,1,1511.37
177335,45,2012-11-30,8848,1,5669.37
177336,2073,2005-10-26,98270,1,4251.87
177337,1053,2008-12-30,80123,1,3369.87
177338,2076,2012-11-30,92563,1,9102.87
177339,605,2005-11-30,84078,2,9569.7
177340,2361,2013-11-01,55992,1,7616.7
177341,1137,2012-11-20,34684,1,9827.37
177342,720,2014-04-30,37190,1,1259.37
177343,778,2006-06-29,30241,1,1460.97
177344,729,2000-12-12,48469,1,3621.87
177345,2136,2014-01-11,75215,1,5543.37
177346,993,2004-09-30,33406,1,3905.37
177347,2394,2008-02-17,33612,1,1605.87
177348,1172,2008-05-28,81503,1,5669.37
177349,512,2006-02-01,19145,1,2894.85
177350,791,2009-06-26,32046,1,849.87
177351,763,2004-05-15,75160,1,3653.37
177352,1750,2000-04-14,91362,1,4962.51
177353,767,2002-10-20,96105,1,1259.37
177354,2352,2003-02-28,88310,1,4409.37
177355,647,2001-06-04,98366,1,10732.05
177356,449,2012-11-09,26508,1,12284.37
177357,2237,2008-04-17,20659,1,2204.37
177358,733,2003-07-21,26501,1,3968.37
177359,1965,2005-03-30,52228,1,1070.37
177360,910,2001-10-20,98271,1,5165.37
177361,2275,2014-05-30,19060,1,5348.7
177362,1837,2010-04-01,33351,5,9761.85
177363,1000,2003-12-20,54650,1,1070.37
177364,764,2012-09-20,80033,1,4535.37
177365,487,2009-09-30,60633,1,13229.37
177366,1916,2001-01-19,35757,1,3369.87
177367,966,2006-06-28,27455,1,5921.37
177368,2388,2005-01-06,98240,1,3716.37
177369,1348,2006-01-09,81631,1,3747.24
177370,780,2006-04-20,92109,1,4031.37
177371,631,2001-11-17,43537,1,4217.85
177372,682,2003-06-04,97402,1,11636.1
177373,2045,2007-08-15,36330,1,5606.37
177374,431,2012-10-12,50501,1,12347.37
177375,826,2006-12-23,53511,1,13544.37
177376,981,2003-02-07,8234,1,1889.37
177377,764,2005-06-28,92021,1,3716.37
177378,635,2006-08-02,32092,1,10996.65
177379,734,2005-07-19,93063,1,4220.37
177380,487,2009-03-29,76180,1,13229.37
177381,781,2006-06-16,77024,1,1227.87
177382,2100,2013-10-23,77396,1,4787.37
